204.10	   -135.97
219.80	   -108.77
235.50	    -81.58
251.20	    -54.39
266.90	    -27.19
282.60	     -0.00
266.90	     27.19
251.20	     54.39
235.50	     81.58
219.80	    108.77
204.10	    135.97
188.40	    163.16
172.70	    190.35
157.00	    217.55
141.30	    244.74
109.90	    244.74
-78.50	    244.74
-47.10	    244.74
-15.70	    244.74
 15.70	    244.74
 47.10	    244.74
 78.50	    244.74
109.90	    244.74
141.30	    244.74
157.00	    217.55
172.70	    190.35
188.40	    163.16
204.10	    135.97
219.80	    108.77
235.50	     81.58
251.20	     54.39
266.90	     27.19
314.00	     -0.00
298.30	    -27.19
282.60	    -54.39
266.90	    -81.58
251.20	   -108.77
235.50	   -135.97
219.80	   -163.16
204.10	   -190.35
188.40	   -217.55
172.70	   -244.74
157.00	   -271.93
125.60	   -271.93
 94.20	   -271.93
 62.80	   -271.93
 31.40	   -271.93
  0.00	   -271.93
-31.40	   -271.93
-62.80	   -271.93
-94.20	   -271.93
125.60	   -271.93
157.00	   -271.93
172.70	   -244.74
188.40	   -217.55
204.10	   -190.35
219.80	   -163.16
235.50	   -135.97
251.20	   -108.77
266.90	    -81.58
282.60	    -54.39
298.30	    -27.19
314.00	     -0.00
298.30	     27.19
282.60	     54.39
266.90	     81.58
251.20	    108.77
235.50	    135.97
219.80	    163.16
204.10	    190.35
188.40	    217.55
172.70	    244.74
157.00	    271.93
125.60	    271.93
-94.20	    271.93
-62.80	    271.93
-31.40	    271.93
 -0.00	    271.93
 31.40	    271.93
 62.80	    271.93
 94.20	    271.93
125.60	    271.93
157.00	    271.93
172.70	    244.74
188.40	    217.55
204.10	    190.35
219.80	    163.16
235.50	    135.97
251.20	    108.77
266.90	     81.58
282.60	     54.39
298.30	     27.19
345.40	     -0.00
329.70	    -27.19
314.00	    -54.39
298.30	    -81.58
282.60	   -108.77
266.90	   -135.97
251.20	   -163.16
235.50	   -190.35
219.80	   -217.55
204.10	   -244.74
188.40	   -271.93
172.70	   -299.13
141.30	   -299.13
109.90	   -299.13
 78.50	   -299.13
 47.10	   -299.13
 15.70	   -299.13
-15.70	   -299.13
-47.10	   -299.13
-78.50	   -299.13
109.90	   -299.13
141.30	   -299.13
172.70	   -299.13
188.40	   -271.93
204.10	   -244.74
219.80	   -217.55
235.50	   -190.35
251.20	   -163.16
266.90	   -135.97
282.60	   -108.77
298.30	    -81.58
314.00	    -54.39
329.70	    -27.19
345.40	     -0.00
329.70	     27.19
314.00	     54.39
298.30	     81.58
282.60	    108.77
266.90	    135.97
251.20	    163.16
235.50	    190.35
219.80	    217.55
204.10	    244.74
188.40	    271.93
172.70	    299.13
141.30	    299.13
109.90	    299.13
-78.50	    299.13
-47.10	    299.13
-15.70	    299.13
 15.70	    299.13
 47.10	    299.13
 78.50	    299.13
109.90	    299.13
141.30	    299.13
172.70	    299.13
188.40	    271.93
204.10	    244.74
219.80	    217.55
235.50	    190.35
251.20	    163.16
266.90	    135.97
282.60	    108.77
298.30	     81.58
314.00	     54.39
329.70	     27.19
361.10	    -27.19
345.40	    -54.39
329.70	    -81.58
314.00	   -108.77
298.30	   -135.97
282.60	   -163.16
266.90	   -190.35
251.20	   -217.55
235.50	   -244.74
219.80	   -271.93
204.10	   -299.13
157.00	   -326.32
125.60	   -326.32
 94.20	   -326.32
 62.80	   -326.32
 31.40	   -326.32
  0.00	   -326.32
-31.40	   -326.32
-62.80	   -326.32
-94.20	   -326.32
125.60	   -326.32
157.00	   -326.32
204.10	   -299.13
219.80	   -271.93
235.50	   -244.74
251.20	   -217.55
266.90	   -190.35
282.60	   -163.16
298.30	   -135.97
314.00	   -108.77
329.70	    -81.58
345.40	    -54.39
361.10	    -27.19
361.10	     27.19
345.40	     54.39
329.70	     81.58
314.00	    108.77
298.30	    135.97
282.60	    163.16
266.90	    190.35
251.20	    217.55
235.50	    244.74
219.80	    271.93
204.10	    299.13
157.00	    326.32
125.60	    326.32
-94.20	    326.32
-62.80	    326.32
-31.40	    326.32
 -0.00	    326.32
 31.40	    326.32
 62.80	    326.32
 94.20	    326.32
125.60	    326.32
157.00	    326.32
204.10	    299.13
219.80	    271.93
235.50	    244.74
251.20	    217.55
266.90	    190.35
282.60	    163.16
298.30	    135.97
314.00	    108.77
329.70	     81.58
345.40	     54.39
361.10	     27.19
345.40	   -108.77
329.70	   -135.97
314.00	   -163.16
298.30	   -190.35
282.60	   -217.55
266.90	   -244.74
 78.50	   -353.51
 47.10	   -353.51
 15.70	   -353.51
-15.70	   -353.51
-47.10	   -353.51
-78.50	   -353.51
266.90	   -244.74
282.60	   -217.55
298.30	   -190.35
314.00	   -163.16
329.70	   -135.97
345.40	   -108.77
345.40	    108.77
329.70	    135.97
314.00	    163.16
298.30	    190.35
282.60	    217.55
266.90	    244.74
-78.50	    353.51
-47.10	    353.51
-15.70	    353.51
 15.70	    353.51
 47.10	    353.51
 78.50	    353.51
266.90	    244.74
282.60	    217.55
298.30	    190.35
314.00	    163.16
329.70	    135.97
345.40	    108.77
